"FundingOrgName","ProjectReference","LeadROName","Department","ProjectCategory","PISurname","PIFirstName","PIOtherNames","PI ORCID iD","StudentSurname","StudentFirstName","StudentOtherNames","Student ORCID iD","Title","StartDate","EndDate","AwardPounds","ExpenditurePounds","Region","Status","Classifications 1","Classifications 2","Classifications 3","Classifications 4","Classifications 5","Other Classifications","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"NERC","NE/K016407/1","University of Kent","Durrell Inst Conservation and Ecology","Research Grant","Davies","Zoe","Georgina","",,,,"","Biodiversity, Ecosystem Functions and Policy Across a Tropical Forest Modification Gradient","30/09/2013","29/09/2019","393794",,,"Closed","Agricultural systems","Biogeochemical Cycles","Community Ecology","Conservation Ecology","Earth & environmental",,"http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/K016407/1","A9BA5EB3-D6AD-4261-BB43-D0A0D60A854F","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","C6D0044A-2CD2-4167-B90B-922AF53E361F","514B5BD8-990B-46D5-B009-64C9E6455EC8"
"NERC","NE/K010379/1","University of Reading","Sch of Agriculture Policy and Dev","Research Grant","Norris","Kenneth","","",,,,"","Exploring the ecosystem limits to poverty alleviation in African forest-agriculture landscapes","31/08/2013","30/07/2014","345536",,,"Closed","Agricultural systems","Community Ecology","Earth & environmental","Ecosystem Scale Processes","",,"http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/K010379/1","D9CCF2BE-AD20-4131-801B-DB5C002F032D","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","E89C3602-0FB4-4044-A918-58966B8A10B2","38AC95A0-B8D6-4739-8F78-842F2DFCBEAB"
"NERC","NE/N01300X/1","University of Edinburgh","Sch of Geosciences","Research Grant","Mudd","Simon","Marius","",,,,"","Software for quantifying shallow landslide hazards to transportation infrastructure under changing climate and forest management","31/03/2016","30/03/2017","117212",,,"Closed","Agricultural systems","Earth & environmental","Earth Surface Processes","Geohazards","",,"http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/N01300X/1","6E302085-7777-47F4-B255-FC2B55B949DB","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","8C7D51B6-8E00-4A85-977D-16E47E7569BE"
"NERC","NE/J01561X/1","University of Essex","Biological Sciences","Research Grant","Underwood","Graham","James","http://orcid.org/0000-0001-5605-0697",,,,"","A hierarchical approach to the examination of the relationship between biodiversity and ecosystem service flows across coastal margins.","10/06/2012","10/03/2017","245475",,,"Closed","Biogeochemical Cycles","Earth & environmental","Ecosystem Scale Processes","Environmental Microbiology","Land - Ocean Interactions",,"http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/J01561X/1","C9C4480F-2E78-4978-B734-EAB83E3E2F7A","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","ED6A6B32-663C-4A62-A33B-2C6A68E2E102","E55A1B85-9E09-42DA-8FDA-FD4185CD4353"
"NERC","NE/S009094/1","Rothamsted Research","Sustainable Agriculture Sciences-NW","Research Grant","Wu","Lianhai","","http://orcid.org/0000-0003-0221-9009",,,,"","MIDST-CZ: Maximising Impact by Decision Support Tools for sustainable soil and water through UK-China Critical Zone science","01/01/2019","30/03/2022","157332",,,"Active","Agricultural systems","Earth & environmental","Hydrological Processes","Newton","Soil science","Waste Minimisation","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/S009094/1","E89BF253-FC3E-4A12-A983-F32D8F4F0C56","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","ACD5F1CF-266C-4CDE-A399-43DC93429CF9","9CA2EFEA-6272-4D24-A343-0F2771E23D63"
"NERC","NE/P00623X/1","University of St Andrews","Biology","Research Grant","Smout","Sophie","Caroline","",,,,"","Can we detect changes in Arctic ecosystems?","01/02/2017","30/07/2021","408455",,,"Closed","Biogeochemical Cycles","Earth & environmental","Population Ecology","","",,"http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/P00623X/1","702106F2-3F31-42D3-8C04-EE24A76193E5","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","C0E4FAD2-3C8B-410A-B6DF-3B9B9E433060","198F943C-7579-4C6C-93CC-B559BAF750EF"
"NERC","NE/L013363/1","University of Edinburgh","Sch of Geosciences","Research Grant","Reay","David","Sean","",,,,"","Pump priming towards the International Nitrogen Management System (INMSpp)","14/06/2014","30/07/2017","168232",,,"Closed","Biogeochemical Cycles","Climate & Climate Change","Earth & environmental","Land - Ocean Interactions","Pollution",,"http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/L013363/1","02384FDB-9EE4-4EAF-80A4-FE0D544FDDF3","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","BD0D4ED8-BBE9-473D-AB42-848CFAA320CA"
"NERC","NE/J013366/1","University of Portsmouth","Geography","Research Grant","Pepin","Nicholas","Charles","",,,,"","The role of land-use change on influencing mountain climate on Kilimanjaro, East Africa","31/08/2012","30/08/2016","52420",,,"Closed","Climate & Climate Change","Earth & environmental","Glacial & Cryospheric Systems","Hydrological Processes","",,"http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/J013366/1","F85A8792-343E-4B39-A944-D6871867CC28","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","955C55E8-783E-4842-BB2C-2D275A3CAF82","84F32FCD-130F-42E3-B29F-08E619082B6C"
"NERC","NE/P019668/1","Cranfield University","School of Water, Energy and Environment","Research Grant","Williams","Adrian","","http://orcid.org/0000-0003-2098-808X",,,,"","Harmonising and UPgrading GREENhouse gas removal (GGR) consequential Life Cycle Assessment (UP-green-LCA)","20/06/2017","20/03/2021","253907",,,"Closed","Bioenergy","Climate & Climate Change","Earth & environmental","Environmental Informatics","Technol. for Environ. Appl.",,"http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/P019668/1","32501145-D808-44FE-8452-B581C980491E","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","F45A4578-F962-4EFA-9CC1-9F2FF4F760AE","82513734-65C5-49B8-AB03-A26E3DA548ED"
"NERC","NE/N007468/1","University of Aberdeen","Geography and Environment","Research Grant","Soulsby","Chris","","",,,,"","The transmissive critical zone: understanding the karst hydrology-biogeochemical interface for sustainable management","04/01/2016","03/01/2019","288174",,,"Closed","Biogeochemical Cycles","Earth & environmental","Hydrological Processes","Knowledge Management","Newton","Water Quality","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/N007468/1","E2BC46EA-19D3-4083-9943-B70C8E032EAC","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","F7E13617-2678-475B-99E4-31479C92038D","795E15E2-80AE-464F-8EC2-EB4C8F4BE87E"
