"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Description","Further Funding Org","Further Funding Dept","Sector","Country","Currency","Amount","Fund Start Date","Fund End Date","GTR OutcomeId","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"BBSRC","BB/R006989/1","Research Grant","Further Funding","University of Reading","Geography and Environmental Sciences","Sizmur","Tom","http://orcid.org/0000-0001-9835-7195","Do cover crops increasethe resilience and sustainability of the agri-food system?","Biotechnology and Biological Sciences Research Council (BBSRC)",,"Public","United Kingdom","GBP","100000.0","08/2020","09/2024","622c7b7fe7f4f5.50181209","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=622c7b7fe7f4f5.50181209&grantRef=BB%2FR006989%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/R006989/1","4BA359C1-B2AF-47A6-865E-5E87207F8975","2512EF1C-401B-4222-9869-A770D4C5FAC7","E89C3602-0FB4-4044-A918-58966B8A10B2","6AD09C4A-886C-44C2-9FF1-2D9FE36CD191"
"MRC","G0701458","Research Grant","Further Funding","University College London","Medical Physics and Biomedical Eng","Elwell","Clare","","Central and East London NIHR Comprehensive Local Research Network Flexibility and Sustainability funding","National Institute for Health Research",,"Public","United Kingdom","GBP","50856.0","03/2010","03/2011","630BE06E6000","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=630BE06E6000&grantRef=G0701458","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=G0701458","07298BC3-7D52-4EF8-AF65-5E240FC3BBC8","C008C651-F5B0-4859-A334-5F574AB6B57C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","D436BB15-2FD8-41D8-B6E7-7DC396FFDC58"
"ESRC","ES/J011657/1","Research Grant","Further Funding","Cardiff University","School of Medicine","Collishaw","Stephan","","Optimizing outcomes in children of depressed parents: Identification of modifiable promoters of sustained mental health resilience","Mental Health Research UK (MHRUK)",,"Charity/Non Profit","United Kingdom","GBP","77344.0","09/2020","09/2024","602bf9963c18a6.93962870","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=602bf9963c18a6.93962870&grantRef=ES%2FJ011657%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/J011657/1","89FC0D8F-A235-42AA-B5D0-937D2133282D","924BE15C-91F2-4AAD-941A-3F338324B6AE","9C10D78F-6430-4CA7-9528-B96B0762A4C6","E3EF6E4D-FDE7-41B0-AFF5-627443C3267A"
"ESRC","ES/J011657/1","Research Grant","Further Funding","Cardiff University","School of Medicine","Collishaw","Stephan","","Optimizing outcomes in children of depressed parents: Identification of modifiable promoters of sustained mental health resilience.","Mental Health Research UK (MHRUK)",,"Charity/Non Profit","United Kingdom","GBP","77344.0","09/2020","09/2024","5e5e807c5451a2.36340277","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5e5e807c5451a2.36340277&grantRef=ES%2FJ011657%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/J011657/1","89FC0D8F-A235-42AA-B5D0-937D2133282D","924BE15C-91F2-4AAD-941A-3F338324B6AE","9C10D78F-6430-4CA7-9528-B96B0762A4C6","E3EF6E4D-FDE7-41B0-AFF5-627443C3267A"
"NERC","NE/P02095X/1","Research Grant","Further Funding","NERC British Geological Survey","Environmental Modelling","Lark","Richard","","How to embed and sustain project-initiated improvements in research capacity: good practice recommendations","Engineering and Physical Sciences Research Council (EPSRC)",,"Public","United Kingdom","GBP","120885.0","05/2020","05/2021","6037d5f8a9f0e4.37035085","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=6037d5f8a9f0e4.37035085&grantRef=NE%2FP02095X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/P02095X/1","33DABC16-5003-4E2B-87B3-7A8E26180DF0","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","7ADE0AB2-1050-4241-987D-F3B1C3322E05","B226F129-E6D2-4A38-9E28-EA4AFF59A776"
"MRC","G0501798","Research Grant","Further Funding","Keele University","Inst for Primary Care and Health Sci","Croft","Peter","","NIHR - Flexibility and Sustainability funded (linked with Senior Investigator award) - Peter Croft","National Institute for Health Research",,"Public","United Kingdom","GBP","375000.0","03/2010","03/2015","AZHo6MXreYn0","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=AZHo6MXreYn0&grantRef=G0501798","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=G0501798","97EEF246-596F-42E3-8A42-A863BBBD350D","C008C651-F5B0-4859-A334-5F574AB6B57C","FC59975E-26E8-4A62-ABD8-A570DC6ABF06","144FF201-C516-40D8-9E86-092C9CFFFFE6"
"MRC","MR/L010305/1","Research Grant","Further Funding","Cardiff University","School of Medicine","Owen","Michael","","Optimizing outcomes in children of depressed parents: Identification of modifiable promoters of sustained mental health resilience","Mental Health Research UK (MHRUK)",,"Charity/Non Profit","United Kingdom","GBP","77344.0","09/2020","09/2024","602bf9963c18a6.93962870","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=602bf9963c18a6.93962870&grantRef=MR%2FL010305%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MR/L010305/1","80F5D12D-B076-4C09-B857-C153139F4DFC","C008C651-F5B0-4859-A334-5F574AB6B57C","9C10D78F-6430-4CA7-9528-B96B0762A4C6","31306DBD-0EEB-4684-9CA0-B35B5C0B52F1"
"MRC","MC_PC_19026","Intramural","Further Funding","University of Glasgow",,"Palmarini","Massimo","","SARS-CoV-2 infections in cats: assessing their zoonotic potential and role in sustaining the pandemic","Biotechnology and Biological Sciences Research Council (BBSRC)",,"Public","United Kingdom","GBP","336878.0","05/2021","12/2022","60413add2e3b81.51668194","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=60413add2e3b81.51668194&grantRef=MC_PC_19026","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MC_PC_19026","1904621F-6625-434A-8F73-D5A51B56FCE3","C008C651-F5B0-4859-A334-5F574AB6B57C","AE58F21F-3622-4382-97BB-1359BD183E9F","43E53407-DE6B-407D-A39A-9EA634FB7839"
"NERC","NE/G007195/1","Research Grant","Further Funding","Swansea University","School of the Environment and Society","Kulessa","Bernd","","Discovering the CRUstal structure beneath the Greenland Ice Sheet and its Control of Ice mass loss And sea Level rise (CRUCIAL)","Government of Wales",,"Public","United Kingdom","GBP","179648.0","02/2018","06/2021","603d0800632225.36331832","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=603d0800632225.36331832&grantRef=NE%2FG007195%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/G007195/1","DBA3388E-840E-41A3-A2D1-7911272E36A7","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","AB307619-D4FA-427E-A042-09DBEBA84669","36EFEAD5-C165-4CFE-A068-213DA9079734"
"MRC","MR/N024397/1","Research Grant","Further Funding","University of York","Health Science","Pickett","Kate","","Evaluating the life-course health impact of a city-wide system approach to improve air quality in Bradford, UK: A quasi-experimental study with implementation and process evaluation","Public Heath Research (PHR) Progrmame",,"Charity/Non Profit","United Kingdom","GBP","925000.0","06/2020","06/2025","5e5d20e8a8dd71.61002753","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5e5d20e8a8dd71.61002753&grantRef=MR%2FN024397%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MR/N024397/1","3ECFDD07-4BE1-4705-8B94-FF1D7FE109BD","C008C651-F5B0-4859-A334-5F574AB6B57C","8319F78A-DCBD-49F6-BE00-78E1CD75CDA9","CCD396B1-2C8A-4738-ACA3-7B009ADB7946"
"EPSRC","EP/I030239/1","Research Grant","Further Funding","Imperial College London","Dept of Computing","Darlington","John","","libhpc Stage II: A Long-term Solution for the Usability, Maintainability and Sustainability of HPC Software","Engineering and Physical Sciences Research Council (EPSRC)",,"Public","United Kingdom","GBP","726567.0","01/2013","09/2015","5edc7d205edc7d34","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5edc7d205edc7d34&grantRef=EP%2FI030239%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/I030239/1","7A59D68A-0297-45AF-8F7D-07061A3798FD","798CB33D-C79E-4578-83F2-72606407192C","46387D84-F71E-4B7D-8C7D-9C288F113510","78705635-40B1-4C4E-9E7D-9AE59DC55CB1"
"EPSRC","EP/E024904/1","Research Grant","Further Funding","University of Bath","Chemistry","Edler","Karen","http://orcid.org/0000-0001-5822-0127","NSF/EPSRC Software Infrastructure for Sustained Innovation (SI2) - Grand Challenges in the Chemical Sciences","Engineering and Physical Sciences Research Council (EPSRC)",,"Public","United Kingdom","GBP","697118.0","07/2013","07/2017","5460fac728b882.12588934","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5460fac728b882.12588934&grantRef=EP%2FE024904%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/E024904/1","C2B3AB32-84EB-4955-B242-2EF9E65D56D3","798CB33D-C79E-4578-83F2-72606407192C","EAAD4D43-BD15-432B-9385-2DBD0C65958D","BBD5D94D-6BA6-47B2-B89D-404CFF799270"
"BBSRC","BB/N02060X/1","Research Grant","Further Funding","University of York","The York Management School","Doherty","Bob","","Retailer Standards, Supply-Chain Governance and the Sustainability of Small Farms","N8 Research Partnership",,"Learned Society","United Kingdom","GBP","11000.0","03/2017","12/2017","5aa27d345b61c8.46962729","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5aa27d345b61c8.46962729&grantRef=BB%2FN02060X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/N02060X/1","EAF8139C-8D6C-4B5D-A46D-AFA63AE55215","2512EF1C-401B-4222-9869-A770D4C5FAC7","8319F78A-DCBD-49F6-BE00-78E1CD75CDA9","333875B0-CE23-4D33-A030-EB3C1AC1D6C9"
"BBSRC","BB/P007589/1","Research Grant","Further Funding","University of Greenwich","Natural Resources Institute, FES","Stevenson","Philip","","Growing complimentary crops and nutritionally rewarding cultivars to sustain insect pollinators and crop pollination on farms","University of Sussex",,"Academic/University","United Kingdom","GBP","30000.0","08/2021","08/2025","620f68050d2ea6.83372845","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=620f68050d2ea6.83372845&grantRef=BB%2FP007589%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/P007589/1","04621B2E-2EC2-4826-ADFD-B77CCCDA4B3F","2512EF1C-401B-4222-9869-A770D4C5FAC7","2F667752-ABE0-4914-9C97-82F42CC11C60","C6445328-800D-4C77-B3D7-AA710D5F0581"
"NERC","NE/S006451/1","Research Grant","Further Funding","National Oceanography Centre","Science and Technology","Morris","Andrew","http://orcid.org/0000-0002-5465-411X","ATLANTIS. AnTarctic subglacial LAke CECs biogeochemistry: CoNtrols on ecosysTem sustainability and nutrIent transformationS","Natural Environment Research Council",,"Public","United Kingdom","GBP","2200000.0","","","6049edeadd7c43.44333445","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=6049edeadd7c43.44333445&grantRef=NE%2FS006451%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/S006451/1","98708E54-002A-48AB-974B-AEBD9B7E5238","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","4DB630C7-7E13-4610-A1C3-29601903CEE3","7B7028E4-A56F-4926-B0C5-7F0C0BD67BFD"
"EPSRC","EP/J009210/1","Research Grant","Further Funding","Cardiff University","Cardiff Business School","Wang","Yingli","","Return to Sender! Analyzing the sustainability of the reverse logistics of clothing (r)e-tailers.","Swedish Energy Agency",,"Public","Sweden","SEK","2500000.0","12/2016","12/2018","5894a3402c9ad6.77690647","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5894a3402c9ad6.77690647&grantRef=EP%2FJ009210%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/J009210/1","740F6E6D-6B37-477C-B6BB-B2D086FB2639","798CB33D-C79E-4578-83F2-72606407192C","9C10D78F-6430-4CA7-9528-B96B0762A4C6","EF42E2EC-A885-478A-B985-80A76751D5C8"
"NERC","NE/V018868/1","Research Grant","Further Funding","University of Hull","Energy and Environment Institute","Mockute","Agota","http://orcid.org/0000-0001-5591-8781","NERC Discipline Hopping (Project Hackathon in AI for Sustainability)","Natural Environment Research Council",,"Public","United Kingdom","GBP","6186.0","03/2022","04/2022","6225d354008034.90656810","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=6225d354008034.90656810&grantRef=NE%2FV018868%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/V018868/1","5D121936-787F-4A5F-BDE6-BF37D8AD0EF0","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","8A0FC07A-04CD-4F7A-9095-1D2E6C1D918F","4A1B601B-C306-4E76-ADB3-779E2A8494CC"
"MRC","G0401161","Research Grant","Further Funding","University of Exeter","Psychology","Kuyken","Willem","","Peninsula Primary Care & Mental Health Research Network Flexibility and sustainability funding","National Institute for Health Research",,"Public","United Kingdom","GBP","36000.0","01/2009","12/2011","DB3A52DDFBA0","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=DB3A52DDFBA0&grantRef=G0401161","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=G0401161","96ABA662-3BE7-4C18-A5B9-92261D1DB514","C008C651-F5B0-4859-A334-5F574AB6B57C","961756BF-E31F-4A13-836F-0A09BA02385C","589F2B0F-1C30-4A45-93A0-79D7CF6FC4C4"
"ESRC","ES/I021620/1","Research Grant","Further Funding","Institute of Development Studies","Grants Administration Office","Leach","Melissa","http://orcid.org/0000-0002-1293-6848","Constructing pathways to sustainability: learning across disciplines, sectors, regions and cultures","International Social Science Council (ISSC)",,"Charity/Non Profit","France","EUR","29900.0","08/2014","03/2015","56b35989b2d698.96627336","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=56b35989b2d698.96627336&grantRef=ES%2FI021620%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/I021620/1","BE86ECD5-DAF8-4C71-9A3D-C1002C984BFB","924BE15C-91F2-4AAD-941A-3F338324B6AE","EC4F2E5A-4422-4138-B776-A8EA97D40887","720C38CB-9576-415F-BADE-8A713649F0E6"
"ESRC","ES/I021620/1","Research Grant","Further Funding","Institute of Development Studies","Grants Administration Office","Leach","Melissa","http://orcid.org/0000-0002-1293-6848","Constructing pathways to sustainability: learning across disciplines, sectors, regions and cultures","International Social Science Council (ISSC)",,"Charity/Non Profit","France","EUR","29900.0","08/2014","03/2015","56c5ad1cb884b7.18550454","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=56c5ad1cb884b7.18550454&grantRef=ES%2FI021620%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/I021620/1","BE86ECD5-DAF8-4C71-9A3D-C1002C984BFB","924BE15C-91F2-4AAD-941A-3F338324B6AE","EC4F2E5A-4422-4138-B776-A8EA97D40887","720C38CB-9576-415F-BADE-8A713649F0E6"
"ESRC","ES/I021620/1","Research Grant","Further Funding","Institute of Development Studies","Grants Administration Office","Leach","Melissa","http://orcid.org/0000-0002-1293-6848","Constructing pathways to sustainability: learning across disciplines, sectors, regions and cultures","United Nations Educational, Scientific and Cultural Organization",,"Academic/University","France","GBP","544765.0","12/2015","12/2018","56c5bb9e701428.23214294","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=56c5bb9e701428.23214294&grantRef=ES%2FI021620%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/I021620/1","BE86ECD5-DAF8-4C71-9A3D-C1002C984BFB","924BE15C-91F2-4AAD-941A-3F338324B6AE","EC4F2E5A-4422-4138-B776-A8EA97D40887","720C38CB-9576-415F-BADE-8A713649F0E6"
"EPSRC","EP/M01343X/1","Research Grant","Further Funding","University of Glasgow","School of Engineering","Watson","Ian","","Three C: Creating and Sustaining Charcoal value chains to promote a circular carbon economy","European Union",,"Public","European Union (EU)","EUR","3370170.0","01/2020","12/2022","5e3bbd59bf3dd9.79113741","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5e3bbd59bf3dd9.79113741&grantRef=EP%2FM01343X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/M01343X/1","E547B667-9B4A-4E0F-9B82-E95DCCA24786","798CB33D-C79E-4578-83F2-72606407192C","AE58F21F-3622-4382-97BB-1359BD183E9F","9F537F6B-50A3-483D-8E20-4D636FB05409"
"NERC","NE/P019706/1","Research Grant","Further Funding","University of Reading","Sch of Agriculture Policy and Dev","Lukac","Martin","","Agroforestry at the forefront of farming sustainability in multifunctional landscapes in Europe","European Commission",,"Public","European Union (EU)","EUR","4000000.0","06/2022","06/2026","6232f554ce76b1.40560802","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=6232f554ce76b1.40560802&grantRef=NE%2FP019706%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/P019706/1","7698B411-D13C-44EA-BF58-D9EDD9B7D3AB","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","E89C3602-0FB4-4044-A918-58966B8A10B2","544AC835-01E8-4FFA-AE00-BEAA5045A97E"
"MRC","G0800800","Research Grant","Further Funding","University of Bristol","Social Medicine","Blazeby","Jane","","Flexibility and Sustainability Funding (FSF, Taunton) Feasibilty work for a trial in bariatric surgery","National Institute for Health Research",,"Public","United Kingdom","GBP","19500.0","","","AWh2AqGPfb80","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=AWh2AqGPfb80&grantRef=G0800800","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=G0800800","F82D255C-3C88-4C08-9F2F-FAC981D865F4","C008C651-F5B0-4859-A334-5F574AB6B57C","4A348A76-B2D0-4DDD-804A-CE735A6D3798","945309FB-1F34-4CF2-A486-4536E213112F"
"EPSRC","EP/H006966/1","Research Grant","Further Funding","Kingston University","Kingston Business School","Rettie","Ruth","","DESSN Network+ Challenge Fellowship","Imperial College London","Sustainable Society Network+","Academic/University","United Kingdom","GBP","50000.0","09/2013","04/2014","r-8272105220.95868906898b22","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=r-8272105220.95868906898b22&grantRef=EP%2FH006966%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/H006966/1","EA5235D6-35EC-4638-A9AC-6429FB034136","798CB33D-C79E-4578-83F2-72606407192C","6E750E7A-C076-435E-8AB0-484F65D6C7AD","EA33EF72-EF6F-4611-BA13-90081938EEE4"
"MRC","MR/R026521/1","Fellowship","Further Funding","King's College London","Analytical & Environmental Sciences","Wright","Stephanie","http://orcid.org/0000-0003-1894-2365","Microplastics and Health","Netherlands Organisation for Health Research and Development",,"Public","Netherlands","EUR","120000.0","03/2019","04/2020","5c86a9b6754177.68351483","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5c86a9b6754177.68351483&grantRef=MR%2FR026521%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MR/R026521/1","F398514B-F0BD-49A9-8155-42F84B119372","C008C651-F5B0-4859-A334-5F574AB6B57C","318B5D98-4CB4-4B10-A876-08FC93071A56","CDCD7A3E-968C-4D6C-942A-6A258615D19F"
"AHRC","AH/K003976/1","Research Grant","Further Funding","Northumbria University","Fac of Arts, Design and Social Sciences","Light","Ann","","Pilot Funding","Imperial College London","Sustainable Society Network+","Academic/University","United Kingdom","GBP","47400.0","06/2013","03/2014","545a90caa4d602.15067312","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=545a90caa4d602.15067312&grantRef=AH%2FK003976%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/K003976/1","79342521-3A10-4EF2-86BF-B114B7A60482","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","EF390CF0-ECD3-47D8-B9A8-7602AF319BEE","312AE2ED-7DF6-41F9-8AA4-70DE5E0711BD"
"BBSRC","BB/K004077/1","Research Grant","Further Funding","Manchester Metropolitan University","Sch of Computing, Maths and Digital Tech","Han","Liangxiu","","COPE automatic diagnosis of crop diseases from images","Imperial College London","Sustainable Society Network+","Academic/University","United Kingdom","GBP","49634.0","06/2014","01/2015","56b21609758506.14175400","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=56b21609758506.14175400&grantRef=BB%2FK004077%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/K004077/1","D5E4ECFA-08EE-4C17-A748-C4370C196F13","2512EF1C-401B-4222-9869-A770D4C5FAC7","E594FDB4-DD6F-441F-90D6-C423A2916446","B2AD55AC-1C78-4EDB-9DB3-2D6D36719B36"
"AHRC","AH/S00582X/1","Research Grant","Further Funding","Queen Mary, University of London","Drama","Heritage","Paul","http://orcid.org/0000-0001-7432-5404","Counting Culture: What Do We Need to Know About How the Creative Industries Can Deliver Equitable, Just and Sustainable Development in Brazil and the UK? (Universidade Federal do Rio Grande do Sul - Queen Mary University of London).","The British Academy",,"Academic/University","United Kingdom","GBP","67704.0","08/2018","06/2021","6048d173ea5c73.65185579","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=6048d173ea5c73.65185579&grantRef=AH%2FS00582X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/S00582X/1","31D0E0BC-C205-442E-85B3-CD158765E441","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","D5337A10-AC8A-402A-8164-C5F9CC6B0140","EB20A142-FD1C-4BF8-BE79-6ACA267E84E6"
"BBSRC","BB/P028098/1","Research Grant","Further Funding","Earlham Institute","Research Faculty","Di Palma","Federica","","Use of legumes in meadows as a sustainable alternative for the management of pastures dedicated to dairy production in the department of Cundinamarca (Uso de leguminosas en praderas como alternativa sostenible de manejo de pasturas dedicadas a la producci","Administrative Department of Science, Technology and Innovation (Colciencias)",,"Public","Colombia","COP","0.0","","","5bae31d7ce5136.87317425","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5bae31d7ce5136.87317425&grantRef=BB%2FP028098%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/P028098/1","7C4103F1-1B40-4C05-BFA6-FA4B425D03E6","2512EF1C-401B-4222-9869-A770D4C5FAC7","B7B056A3-95CE-4F90-9F31-708B4612610D","7265F3F7-8FCD-4CF8-99E4-1845378E40ED"
"ESRC","ES/N014006/1","Research Grant","Further Funding","University of Westminster","School of Management","Georgiadou","Maria Christina","","University of Westminster Sustainable Cities and Urban Environment Fund: To help Dr Georgiadou's team consolidate the findings from ISULabaNtu and apply for a large GCRF bid by July 2020","University of Westminster",,"Academic/University","United Kingdom","GBP","10000.0","01/2020","07/2020","5e4d528436c704.38503650","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5e4d528436c704.38503650&grantRef=ES%2FN014006%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/N014006/1","8CC431FB-E671-494C-AFFA-B77D55A50D55","924BE15C-91F2-4AAD-941A-3F338324B6AE","BD856F04-3042-4F92-8D66-1B101801FEB8","D5E8B6BC-ECB5-4BC6-B21C-B75371682C8D"
