"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Description","Further Funding Org","Further Funding Dept","Sector","Country","Currency","Amount","Fund Start Date","Fund End Date","GTR OutcomeId","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"EPSRC","EP/P001173/1","Research Grant","Further Funding","Newcastle University","Sch of Engineering","Walker","Sara","http://orcid.org/0000-0002-2653-7792","BF2RA (Biomass & Fossil Fuel Research Alliance) - Energy storage for large biomass plant flexibility","BF2RA",,"Charity/Non Profit","United Kingdom","GBP","47000.0","08/2019","09/2022","603e80137459a1.78318056","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=603e80137459a1.78318056&grantRef=EP%2FP001173%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/P001173/1","B311F68F-09E5-46D9-8CA5-1B6959BAF4B5","798CB33D-C79E-4578-83F2-72606407192C","5E2B04DD-4A03-45ED-9892-61C5CCB8AC68","641DCB26-9511-4E33-ABD7-85E2F24B9698"
"EPSRC","EP/N001745/1","Research Grant","Further Funding","University of Leeds","Chemical and Process Engineering","Taylor","Peter","","BF2RA (Biomass & Fossil Fuel Research Alliance) - Energy storage for large biomass plant flexibility","BF2RA",,"Charity/Non Profit","United Kingdom","GBP","47000.0","08/2019","09/2022","603e80137459a1.78318056","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=603e80137459a1.78318056&grantRef=EP%2FN001745%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/N001745/1","6E40E71E-451A-436B-8890-B3D7326F2C0B","798CB33D-C79E-4578-83F2-72606407192C","83D87776-5958-42AE-889D-B8AECF16B468","3D1F2DC2-1939-49AE-AAF0-573F6DE5FBA7"
"EPSRC","EP/I004882/1","Fellowship","Further Funding","University of Surrey","Chemistry","Varcoe","John","","Multidisciplinary research into linking renewable energy with utilising atmospheric carbon dioxide and with water desalination","Engineering and Physical Sciences Research Council (EPSRC)",,"Public","United Kingdom","GBP","232943.0","03/2012","03/2014","5ed82c345ed82c48","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5ed82c345ed82c48&grantRef=EP%2FI004882%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/I004882/1","F96166FC-C1C8-4AAA-B5DE-855840E4DF1E","798CB33D-C79E-4578-83F2-72606407192C","67B34D05-3A52-4A09-8FF9-F2398D60E246","46E56FEE-12E5-4CB8-959E-B088C372FC3B"
"EPSRC","EP/F027524/1","Research Grant","Further Funding","University of Surrey","Chemistry","Varcoe","John","","Multidisciplinary research into linking renewable energy with utilising atmospheric carbon dioxide and with water desalination","Engineering and Physical Sciences Research Council (EPSRC)",,"Public","United Kingdom","GBP","1200000.0","08/2010","12/2015","54413942243691.38925772","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=54413942243691.38925772&grantRef=EP%2FF027524%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/F027524/1","B53C71C9-4EE8-413A-A41C-B1359A32CCD0","798CB33D-C79E-4578-83F2-72606407192C","67B34D05-3A52-4A09-8FF9-F2398D60E246","46E56FEE-12E5-4CB8-959E-B088C372FC3B"
"EPSRC","EP/H025340/1","Research Grant","Further Funding","University of Surrey","Chemistry","Varcoe","John","","Multidisciplinary research into linking renewable energy with utilising atmospheric carbon dioxide and with water desalination","Engineering and Physical Sciences Research Council (EPSRC)",,"Public","United Kingdom","GBP","1200000.0","08/2010","12/2015","54413942243691.38925772","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=54413942243691.38925772&grantRef=EP%2FH025340%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/H025340/1","992BC650-52BF-4A9C-B0E1-5FF62E14ACD9","798CB33D-C79E-4578-83F2-72606407192C","67B34D05-3A52-4A09-8FF9-F2398D60E246","46E56FEE-12E5-4CB8-959E-B088C372FC3B"
"NERC","NE/S008926/1","Research Grant","Further Funding","Newcastle University","Geography Politics and Sociology","Large","Andrew","","Newton BhaBha Fund: Building Ecological Resilience in Vulnerable Mangroves of the Indian Sundarbans: Sustainable and Equitable Management of Biodiversity and Ecosystem Services in the era of Climate Change","British Council",,"Charity/Non Profit","United Kingdom","GBP","35000.0","08/2021","09/2021","603fc0dc753611.80114655","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=603fc0dc753611.80114655&grantRef=NE%2FS008926%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/S008926/1","4DA40D6F-0474-4FE9-B96C-8EF2C3158362","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","5E2B04DD-4A03-45ED-9892-61C5CCB8AC68","6BF200ED-3EB4-4E7A-9209-B2D9DA4F8C13"
"NERC","NE/J014710/1","Research Grant","Further Funding","Cranfield University","School of Water, Energy and Environment","Graves","Anil","","Biodiversity and Ecosystem Services Sustainability (BESS) research studentships","Natural Environment Research Council",,"Public","United Kingdom","GBP","66463.0","02/2013","02/2016","5457bb35552171.48313081","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5457bb35552171.48313081&grantRef=NE%2FJ014710%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/J014710/1","E926E096-3559-44B7-B1A5-5A2421D989C3","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","F45A4578-F962-4EFA-9CC1-9F2FF4F760AE","811C3155-9451-4387-B6F9-EEDE0417EBEB"
"NERC","NE/J014710/1","Research Grant","Further Funding","Cranfield University","School of Water, Energy and Environment","Graves","Anil","","Biodiversity and Ecosystem Services Sustainability (BESS) working groups and workshops","Natural Environment Research Council",,"Public","United Kingdom","GBP","7164.0","09/2013","03/2014","5451177a1f1002.21494150","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5451177a1f1002.21494150&grantRef=NE%2FJ014710%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/J014710/1","E926E096-3559-44B7-B1A5-5A2421D989C3","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","F45A4578-F962-4EFA-9CC1-9F2FF4F760AE","811C3155-9451-4387-B6F9-EEDE0417EBEB"
"EPSRC","EP/G062374/1","Research Grant","Further Funding","University of Sheffield","Chemical & Biological Engineering","Sharifi","V","","Biomass and Fossil Fuel research Allianc","Biomass and Fossil Fuel Research Alliance",,"Charity/Non Profit","United Kingdom","GBP","24000.0","09/2011","12/2014","5ebd530a5ebd531e","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5ebd530a5ebd531e&grantRef=EP%2FG062374%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/G062374/1","EF887DB6-F13C-40F8-A1CF-EC5C10EB0A18","798CB33D-C79E-4578-83F2-72606407192C","03D8AFBB-3EA5-4885-B036-BD4F9F4F9849","B5F18673-431C-481D-8761-D1CAF12AFC81"
"NERC","NE/J014745/1","Research Grant","Further Funding","Aberystwyth University","IBERS","Christie","Mike","","Irish EPA - Water Research Call 2014 - theme 2 Ecosystem services and sustainability","Government of Ireland","Environmental Protection Agency (EPA)","Public","Ireland","EUR","417828.0","01/2015","12/2017","54649848f42020.55809910","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=54649848f42020.55809910&grantRef=NE%2FJ014745%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/J014745/1","D493CEA7-45FF-40BE-948A-5DC193D10E53","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","E4757A6E-7326-472B-9979-B47D77A65446","8D876934-0220-4838-9A83-C8DC9287842C"
"EPSRC","EP/G057133/1","Research Grant","Further Funding","University of Sheffield","Chemical & Biological Engineering","Sharifi","V","","Biomass and Fossil Fuel research Allianc","Biomass and Fossil Fuel Research Alliance",,"Charity/Non Profit","United Kingdom","GBP","24000.0","01/2012","12/2014","r-3525865872.880318606872db4","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=r-3525865872.880318606872db4&grantRef=EP%2FG057133%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/G057133/1","D126E1EC-D012-42DB-B0F1-ABC670A99EC5","798CB33D-C79E-4578-83F2-72606407192C","03D8AFBB-3EA5-4885-B036-BD4F9F4F9849","B5F18673-431C-481D-8761-D1CAF12AFC81"
"EPSRC","EP/G063214/1","Research Grant","Further Funding","University of Kent","Sch of Engineering & Digital Arts","Yan","Yong","http://orcid.org/0000-0001-7135-5456","Biomass and Fossil Fuel Research Alliance (BF2RA)","Biomass and Fossil Fuel Research Alliance",,"Charity/Non Profit","United Kingdom","GBP","40000.0","09/2015","09/2018","56d5798030b6e5.20040524","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=56d5798030b6e5.20040524&grantRef=EP%2FG063214%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/G063214/1","C6CC598B-440F-4DEB-94CA-CB78FDE07D8E","798CB33D-C79E-4578-83F2-72606407192C","C6D0044A-2CD2-4167-B90B-922AF53E361F","73B8F94F-FF0C-4751-8836-5907A4F86C50"
"EPSRC","EP/G062374/1","Research Grant","Further Funding","University of Sheffield","Chemical & Biological Engineering","Sharifi","V","","Biomass and Fossil Fuel research Allianc","Biomass and Fossil Fuel Research Alliance",,"Charity/Non Profit","United Kingdom","GBP","24000.0","09/2011","12/2014","r-4072796035.62578206872cce","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=r-4072796035.62578206872cce&grantRef=EP%2FG062374%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/G062374/1","EF887DB6-F13C-40F8-A1CF-EC5C10EB0A18","798CB33D-C79E-4578-83F2-72606407192C","03D8AFBB-3EA5-4885-B036-BD4F9F4F9849","B5F18673-431C-481D-8761-D1CAF12AFC81"
"EPSRC","EP/G057133/1","Research Grant","Further Funding","University of Sheffield","Chemical & Biological Engineering","Sharifi","V","","Biomass and Fossil Fuel research Allianc","Biomass and Fossil Fuel Research Alliance",,"Charity/Non Profit","United Kingdom","GBP","24000.0","01/2012","12/2014","5ebd53c85ebd53dc","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5ebd53c85ebd53dc&grantRef=EP%2FG057133%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/G057133/1","D126E1EC-D012-42DB-B0F1-ABC670A99EC5","798CB33D-C79E-4578-83F2-72606407192C","03D8AFBB-3EA5-4885-B036-BD4F9F4F9849","B5F18673-431C-481D-8761-D1CAF12AFC81"
"EPSRC","EP/G061181/1","Research Grant","Further Funding","University of Exeter","Geography","Dessai","Suraje","","University of Exeter Climate Change and Sustainable Futures studentship","University of Exeter","Climate Change and Sustainable Futures","Academic/University","United Kingdom","GBP","50000.0","01/2010","12/2013","546474a7bebd36.23950994","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=546474a7bebd36.23950994&grantRef=EP%2FG061181%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/G061181/1","EAEE0FDA-A7D4-46B5-BF8F-E961CD73DF03","798CB33D-C79E-4578-83F2-72606407192C","961756BF-E31F-4A13-836F-0A09BA02385C","7E350CC9-2E9E-4889-B96E-1C193A95DFA4"
"EPSRC","EP/G061181/2","Research Grant","Further Funding","University of Leeds","School of Earth and Environment","Dessai","Suraje","","University of Exeter Climate Change and Sustainable Futures studentship","University of Exeter","Climate Change and Sustainable Futures","Academic/University","United Kingdom","GBP","50000.0","01/2010","12/2013","546474a7bebd36.23950994","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=546474a7bebd36.23950994&grantRef=EP%2FG061181%2F2","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/G061181/2","A94EE09F-0B9F-4EF1-9BE3-D0435292A85D","798CB33D-C79E-4578-83F2-72606407192C","83D87776-5958-42AE-889D-B8AECF16B468","7E350CC9-2E9E-4889-B96E-1C193A95DFA4"
"EPSRC","EP/E039995/1","Research Grant","Further Funding","University of Leeds","Energy Resources Research Unit","Jones","Jenny","http://orcid.org/0000-0001-8687-9869","Biomass and Fossil Fuel Research Alliance - slagging and fouling","Biomass and Fossil Fuel Research Alliance",,"Charity/Non Profit","United Kingdom","GBP","30000.0","09/2015","09/2018","58b3f998c3d180.09880701","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=58b3f998c3d180.09880701&grantRef=EP%2FE039995%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/E039995/1","C9EA65A6-B7D0-436D-BF88-67315792AFAE","798CB33D-C79E-4578-83F2-72606407192C","83D87776-5958-42AE-889D-B8AECF16B468","EA45E499-1319-4E93-A5AF-EA3951A29EBD"
"BBSRC","BB/N000560/2","Research Grant","Further Funding","National Inst of Agricultural Botany","Centre for Research","Fountain","Michelle","http://orcid.org/0000-0002-1317-4830","Sustainable production of sweet cherry: Maximising benefits from ecosystem services","Waitrose Limited",,"Private","United Kingdom","GBP","45000.0","09/2016","09/2019","6040c631ef1278.77902567","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=6040c631ef1278.77902567&grantRef=BB%2FN000560%2F2","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/N000560/2","BE46A054-5290-46D4-840F-3779B9389FD5","2512EF1C-401B-4222-9869-A770D4C5FAC7","8618366A-CDAC-48A6-A508-BB81142C640F","11D6F99B-D378-45FF-AB2F-98CA5D6F1AD8"
"NERC","NE/I022558/1","Research Grant","Further Funding","Imperial College London","Civil & Environmental Engineering","Buytaert","Wouter","http://orcid.org/0000-0001-6994-4454","Sustaining Water Resources for Food, Energy & Ecosystem Services (SWR)","Natural Environment Research Council",,"Public","United Kingdom","GBP","1250000.0","03/2016","03/2019","58c1ce42463401.94196871","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=58c1ce42463401.94196871&grantRef=NE%2FI022558%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/I022558/1","3D670222-E387-4A1C-B84A-DCF7C074A35F","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","46387D84-F71E-4B7D-8C7D-9C288F113510","E2E1CC6A-8C65-4E40-9BD3-F2AE800FCF52"
"STFC","ST/S003215/1","Research Grant","Further Funding","University of St Andrews","Biology","Meagher","Thomas","http://orcid.org/0000-0003-4143-8810","STFC Impact Acceleration Award. Policy Toolkit Workshop: Remote Sensing for Biodiversity and Ecosystem Services Inventory.","Science and Technologies Facilities Council (STFC)",,"Public","United Kingdom","GBP","20330.0","01/2020","03/2022","5e697d85de1cb5.36243054","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5e697d85de1cb5.36243054&grantRef=ST%2FS003215%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ST/S003215/1","207D229C-2E29-41BE-8E90-66E4F22D6470","D7F4F462-0518-4784-908A-D12633C139B3","C0E4FAD2-3C8B-410A-B6DF-3B9B9E433060","BE4E9B14-6266-410E-950B-80ACAD00E7D9"
"NERC","NE/S009167/1","Research Grant","Further Funding","University of Aberdeen","Inst of Biological and Environmental Sci","Hallett","Paul","","(TRAMPAS) - Transport, retention, and release of synthesized DNAs through microplastics affected-soils: mimicking bacteria behavior with regards to climate change and global warming","European Commission",,"Public","European Union (EU)","EUR","224934.0","09/2021","09/2023","622a2bf272acb4.42550410","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=622a2bf272acb4.42550410&grantRef=NE%2FS009167%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/S009167/1","2D6A462D-29E4-49FC-B6E9-30103FAE3520","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","F7E13617-2678-475B-99E4-31479C92038D","BBEBDF83-0CD4-414D-BBDA-E00DE6162C6D"
"NERC","NE/T011068/1","Research Grant","Further Funding","University of Aberdeen","Inst of Biological and Environmental Sci","Hallett","Paul","","(TRAMPAS) - Transport, retention, and release of synthesized DNAs through microplastics affected-soils: mimicking bacteria behavior with regards to climate change and global warming","European Commission",,"Public","European Union (EU)","EUR","224934.0","09/2021","09/2023","622a2bf272acb4.42550410","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=622a2bf272acb4.42550410&grantRef=NE%2FT011068%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/T011068/1","BF7109B1-976D-42A5-BE63-6ABEE0174414","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","F7E13617-2678-475B-99E4-31479C92038D","BBEBDF83-0CD4-414D-BBDA-E00DE6162C6D"
"NERC","NE/N007611/1","Research Grant","Further Funding","University of Aberdeen","Inst of Biological and Environmental Sci","Hallett","Paul","","(TRAMPAS) - Transport, retention, and release of synthesized DNAs through microplastics affected-soils: mimicking bacteria behavior with regards to climate change and global warming","European Commission",,"Public","European Union (EU)","EUR","224934.0","09/2021","09/2023","622a2bf272acb4.42550410","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=622a2bf272acb4.42550410&grantRef=NE%2FN007611%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/N007611/1","E01CBE28-BB08-4C5B-806B-EAA83361C7C3","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","F7E13617-2678-475B-99E4-31479C92038D","BBEBDF83-0CD4-414D-BBDA-E00DE6162C6D"
"ESRC","ES/J01270X/1","Research Grant","Further Funding","Durham University","Geography","Power","Marcus","","Community energy and sustainable energy transitions in Ethiopia, Malawi, Mozambique (CESET)","Economic and Social Research Council",,"Public","United Kingdom","GBP","1317217.0","03/2020","09/2023","603cbf18c7a442.69474419","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=603cbf18c7a442.69474419&grantRef=ES%2FJ01270X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/J01270X/1","DA83447E-BDA0-4AB1-AD8E-D4B0475E2204","924BE15C-91F2-4AAD-941A-3F338324B6AE","46B41008-0EB4-4E28-BBFB-E98366999EC5","8A3B2872-E5BC-4B82-A82C-204EE2ED5FD0"
"NERC","NE/R002649/1","Fellowship","Further Funding","University of Oxford","Zoology","Seddon","Nathalie","","Nature-based Solutions to climate change","The Waterloo Foundation",,"Charity/Non Profit","United Kingdom","GBP","200000.0","01/2019","12/2021","60492a97748183.75394023","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=60492a97748183.75394023&grantRef=NE%2FR002649%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/R002649/1","B9E49242-9CAF-4E2B-98B5-23561D0EDEDA","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","B72BD448-E0DE-415B-9C48-6E108BE4BC25"
"NERC","NE/N014472/1","Fellowship","Further Funding","University of East Anglia","Biological Sciences","Dicks","Lynn","","Sustainable Fruit farming In the CAatinga: managing ecosystem service trade-offs as agriculture intensifies (SUFICA)","Biotechnology and Biological Sciences Research Council (BBSRC)",,"Public","United Kingdom","GBP","438102.0","04/2018","04/2021","5c8664e244ac10.05121728","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5c8664e244ac10.05121728&grantRef=NE%2FN014472%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/N014472/1","D6C8EE46-5CE4-458A-B46A-5CC428603307","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","88C5F7F9-8DCC-41C9-BC4F-F37DA01075C7","69BDD0C0-3AE5-43EC-9F4C-3B1AB85C9ADA"
"NERC","NE/J500665/1","Fellowship","Further Funding","University of Cambridge","Zoology","Dicks","Lynn","","Sustainable Fruit farming In the CAatinga: managing ecosystem service trade-offs as agriculture intensifies (SUFICA)","Biotechnology and Biological Sciences Research Council (BBSRC)",,"Public","United Kingdom","GBP","438102.0","04/2018","04/2021","5c8664e244ac10.05121728","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5c8664e244ac10.05121728&grantRef=NE%2FJ500665%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/J500665/1","6FAF8A94-1767-4C1D-9EC4-36E7638A0C05","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","D1774113-D5D2-4B7C-A412-66A90FE4B96F","69BDD0C0-3AE5-43EC-9F4C-3B1AB85C9ADA"
"ESRC","ES/V011383/1","Fellowship","Further Funding","University of St Andrews","Philos Anthrop and Film Studies","Roe","Laura","","Sustainable futures: Understanding drug use in the context of energy transitions","University of St Andrews",,"Academic/University","United Kingdom","GBP","43313.0","09/2021","07/2022","6232559ceef9c8.60068145","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=6232559ceef9c8.60068145&grantRef=ES%2FV011383%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/V011383/1","0FE911E1-0806-4FA2-87EF-36D1DAD6B23C","924BE15C-91F2-4AAD-941A-3F338324B6AE","C0E4FAD2-3C8B-410A-B6DF-3B9B9E433060","554EF12D-63BF-4EEA-9CD1-37304209D477"
"NERC","NE/K015419/1","Fellowship","Further Funding","University of Cambridge","Zoology","Dicks","Lynn","","Sustainable Fruit farming In the CAatinga: managing ecosystem service trade-offs as agriculture intensifies (SUFICA)","Biotechnology and Biological Sciences Research Council (BBSRC)",,"Public","United Kingdom","GBP","438102.0","04/2018","04/2021","5c8664e244ac10.05121728","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5c8664e244ac10.05121728&grantRef=NE%2FK015419%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/K015419/1","E7F5A22F-C7D5-4953-815E-2C4C10E4583F","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","D1774113-D5D2-4B7C-A412-66A90FE4B96F","69BDD0C0-3AE5-43EC-9F4C-3B1AB85C9ADA"
"STFC","ST/K001760/1","Research Grant","Further Funding","University of St Andrews","Biology","Meagher","Thomas","http://orcid.org/0000-0003-4143-8810","British Council Research Links award - Remote Sensing for Biodiversity and Ecosystem Services Inventory, co-investigator Dr Jean Ometto, INPE, Brazil","British Council",,"Charity/Non Profit","United Kingdom","GBP","48500.0","03/2018","08/2018","5aaa4ac6492788.55208419","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5aaa4ac6492788.55208419&grantRef=ST%2FK001760%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ST/K001760/1","56022A0A-AD11-4F77-A342-D6F9A2D7E1A4","D7F4F462-0518-4784-908A-D12633C139B3","C0E4FAD2-3C8B-410A-B6DF-3B9B9E433060","BE4E9B14-6266-410E-950B-80ACAD00E7D9"
"NERC","NE/R000751/1","Research Grant","Further Funding","University of St Andrews","Geography and Sustainable Development","Lawson","Ian","","Peatland resilience: Knowledge exchange for the conservation and sustainable management of forested tropical peatlands","Natural Environment Research Council",,"Public","United Kingdom","GBP","216789.0","09/2021","10/2024","623059f9d7c708.48736897","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=623059f9d7c708.48736897&grantRef=NE%2FR000751%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/R000751/1","A0BA135C-6570-4629-9CB4-BA87A2436BE5","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","C0E4FAD2-3C8B-410A-B6DF-3B9B9E433060","CC3B58D0-3475-410B-AD64-B5D44097AAAF"
