"Funding OrgName","ProjectReference.x","ProjectCategory.x","Outcome Type","LeadRO Name","Department.x","PI Surname","PI First Name","PI Orcid iD","Outcome Title","Description","Type of Art","Year Produced","Impact","Url","GTR OutcomeId","GTR Outcome URL","GTRProjectUrl.x","ProjectId","FundingOrgId.x","LeadROId.x","PIId.x","Collaboration Name","Parent Org","Parent Org Dept","Sector","Country","PI Contribution","Partner Contribution","Year Collaboration Started","Form of Engagement Activity","Part of Official Scheme?","Type of Presentation","Geographical Reach","Primary Audience","Years(s)","Results/Impact","Further Funding Org","Further Funding Dept","Currency","Amount","Fund Start Date","Fund End Date","Impact Types","Year","Protection","IP Reference","Year Protection Granted","Licensed?","Exploitation Route","Sectors","URL","Influence","Type of Influence","Guideline Title","Geographic Reach","Type","Current Stage of Development","Clinical Trial?","UKCRN/ISCTN ID","Year Development Stage Completed","Development Status","Type of Material","Provided to Others?","Software Developed?","Software Open Source?","Type of Technology","Software Open Sourced?","Company Name","Year Established","FundingOrgName","ProjectReference.y","LeadROName","Department.y","ProjectCategory.y","PISurname","PIFirstName","PIOtherNames","PI ORCID iD","StudentSurname","StudentFirstName","StudentOtherNames","Student ORCID iD","Title","StartDate","EndDate","AwardPounds","ExpenditurePounds","Region","Status","GTRProjectUrl.y","FundingOrgId.y","LeadROId.y","PIId.y","School","College"
"NERC","NE/E001858/1","Research Grant","Engagement Activities","University of Edinburgh","Sch of Geosciences","Arnell","Nigel",NA,NA,"Groundwater, Climate Change & Adaptation",NA,NA,NA,NA,"r-5484223929.6848170b9a07ba","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=dissemination&outcomeId=r-5484223929.6848170b9a07ba&grantRef=NE%2FE001858%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/E001858/1","B0CC8A1C-337B-4A47-99DF-46C24C5E03AB","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","E04D0D5C-5E4E-4145-9E6F-96E092E2B80D",NA,NA,NA,NA,NA,NA,NA,NA,"A formal working group, expert panel or dialogue","No",NA,"International","Policymakers/politicians","'2009'","Lead presentation at a side event at COP15 in Copenhagen

n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NERC","NE/E001858/1","University of Edinburgh","Sch of Geosciences","Research Grant","Arnell","Nigel",NA,NA,NA,NA,NA,NA,"Global scale impacts of climate change: a multi-sectoral analysis","30/04/2007","29/09/2007",127949,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/E001858/1","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","E04D0D5C-5E4E-4145-9E6F-96E092E2B80D","School of Geosciences","College of Science and Engineering"
"BBSRC","BB/N015339/1","Research Grant","Engagement Activities","University of Edinburgh","The Roslin Institute","Whitelaw","Christopher",NA,NA,"COP26 on Climate Change",NA,NA,NA,NA,"61e0093a4f9272.09126975","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=dissemination&outcomeId=61e0093a4f9272.09126975&grantRef=BB%2FN015339%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/N015339/1","0AFF96DF-4729-4995-8FEF-AE239BEBABD2","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","DF50DBA1-B0D1-49BC-BBAB-64BB83E2CE00",NA,NA,NA,NA,NA,NA,NA,NA,"Participation in an activity, workshop or similar","No",NA,"International","Policymakers/politicians","'2021'","Attendance at the COP26 summit which brought parties together to accelerate action towards the goals of the Paris Agreement and the UN Framework Convention on Climate Change. Promoting the University of Edinburgh's aims and goals.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BBSRC","BB/N015339/1","University of Edinburgh","The Roslin Institute","Research Grant","Whitelaw","Christopher","Bruce",NA,NA,NA,NA,NA,"Genome editing for quantitative traits in livestock","30/09/2016","29/09/2019",711436,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/N015339/1","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","DF50DBA1-B0D1-49BC-BBAB-64BB83E2CE00","Royal (Dick) School of Veterinary Science","College of Medicine & Veterinary Medicine"
"NERC","NE/K009028/2","Fellowship","Engagement Activities","University of Edinburgh","School of Geosciences","Hennige","Sebastian",NA,NA,"Talk at European Coral Reef Symposium: The free-living stabilization hypothesis; how corals build new reefs",NA,NA,NA,NA,"5a69d0683390d3.44761227","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=dissemination&outcomeId=5a69d0683390d3.44761227&grantRef=NE%2FK009028%2F2","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/K009028/2","C647F054-DD31-4676-BC53-C71D81FF2C50","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","B22C6DE9-20EC-4ADE-855B-EDE7B7207721",NA,NA,NA,NA,NA,NA,NA,NA,"A talk or presentation","No",NA,"International","Other audiences","'2017'","Talk at the European Coral Reef Symposium (2017). Title of the talk was &quot;The free-living stabilization hypothesis; how corals build new reefs&quot;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NERC","NE/K009028/2","University of Edinburgh","School of Geosciences","Fellowship","Hennige","Sebastian",NA,NA,NA,NA,NA,NA,"Coral pH regulation and climate change: using novel tissue cultures to assess the future of key habitat forming species","17/10/2016","16/10/2018",237683,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/K009028/2","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","B22C6DE9-20EC-4ADE-855B-EDE7B7207721","School of Geosciences","College of Science and Engineering"
"NERC","NE/N007352/1","Research Grant","Engagement Activities","University of Edinburgh","Sch of Geosciences","Doherty","Ruth","http://orcid.org/0000-0001-7601-2209",NA,"Poster of air quality measurements",NA,NA,NA,NA,"5aa808970e5c32.85814538","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=dissemination&outcomeId=5aa808970e5c32.85814538&grantRef=NE%2FN007352%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/N007352/1","0D238009-6DAA-4EA4-819B-0A23965E6765","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","1B3D75A4-FFA6-4F13-B9A8-E83939434767",NA,NA,NA,NA,NA,NA,NA,NA,"A talk or presentation","No",NA,"National","Policymakers/politicians","'2016'","Chun Lin presented a poster on the air quality measurements at the Public Health England annual conference on outdoor and indoor air pollution research in the UK.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NERC","NE/N007352/1","University of Edinburgh","Sch of Geosciences","Research Grant","Doherty","Ruth",NA,"http://orcid.org/0000-0001-7601-2209",NA,NA,NA,NA,"Innovate UK A new integrated decision-making tool for urban health and policy evaluation QCumber-envHealth","01/11/2015","30/03/2018",224213,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/N007352/1","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","1B3D75A4-FFA6-4F13-B9A8-E83939434767","School of Geosciences","College of Science and Engineering"
"NERC","NE/M007650/1","Research Grant","Engagement Activities","University of Edinburgh","Sch of Law","Morgera","Elisa",NA,NA,"FAO Side Event - Small Scale Fisheries and Food Security",NA,NA,NA,NA,"58ca724f84f018.74172330","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=dissemination&outcomeId=58ca724f84f018.74172330&grantRef=NE%2FM007650%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/M007650/1","0D55096E-9851-4A26-9B62-D301CF35E37F","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","8100DA17-E142-4073-9536-FAE41FB791FB",NA,NA,NA,NA,NA,NA,NA,NA,"A talk or presentation","No",NA,"International","Policymakers/politicians","'2016'","PI Elisa Morgera and researcher Daniela Diz presented preliminary findings of the legal analysis at a side-event of the 43rd Session of the Committee on World Food Security, at FAO on 20 October, entitled &quot;Tenure Governance and the Sustainable Development Goals: Leaving no-one behind in the Land and Fisheries Sectors?&quot;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NERC","NE/M007650/1","University of Edinburgh","Sch of Law","Research Grant","Morgera","Elisa",NA,NA,NA,NA,NA,NA,"Sharing the benefits of sustainable fisheries: from global to local legal approaches to marine ecosystem services for poverty alleviation","31/08/2015","30/08/2016",117190,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/M007650/1","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","8100DA17-E142-4073-9536-FAE41FB791FB","School of Law","College of Arts, Humanities & Social Sciences"
"NERC","NE/S009000/1","Research Grant","Engagement Activities","University of Edinburgh","Sch of Geosciences","McCloskey","John",NA,NA,"Modelling and quantifying tomorrow's risks from natural hazards for future urban development",NA,NA,NA,NA,"621d13f50473b6.33230602","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=dissemination&outcomeId=621d13f50473b6.33230602&grantRef=NE%2FS009000%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/S009000/1","CAEBEC0F-B2DC-4634-A845-0326F1D4B103","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","F2242228-2720-4375-998D-0AE1F4F388C3",NA,NA,NA,NA,NA,NA,NA,NA,"A talk or presentation","No",NA,"International","Study participants or study members","'2022'","On 4th February 2022, Prof Galasso was invited to give a talk (online) on 'Modelling and quantifying tomorrow's risks from natural hazards for future urban development' by University of California, Irvine, USA,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NERC","NE/S009000/1","University of Edinburgh","Sch of Geosciences","Research Grant","McCloskey","John",NA,NA,NA,NA,NA,NA,"GCRF Urban Disaster Risk Hub","13/02/2019","11/05/2024",17657278,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/S009000/1","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","F2242228-2720-4375-998D-0AE1F4F388C3","School of Geosciences","College of Science and Engineering"
"EPSRC","EP/M008215/1","Research Grant","Engagement Activities","University of Edinburgh","Sch of Social and Political Science","Webb","Janette",NA,NA,"Plenary Presentation to Sustainable Scotland Network Annual Conference",NA,NA,NA,"https://www.keepscotlandbeautiful.org/ssnconference","5a9e787173fbf6.33597873","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=dissemination&outcomeId=5a9e787173fbf6.33597873&grantRef=EP%2FM008215%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/M008215/1","57C75CE4-BFCB-4FA6-B729-51D895455218","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","00940FDD-EB46-40A9-A955-EAAA61CC3748",NA,NA,NA,NA,NA,NA,NA,NA,"Participation in an activity, workshop or similar","No",NA,"National","Policymakers/politicians","'2017'","Invited plenary by Prof Webb to Sustainable Scotland public sector practitioner network annual conference, with an audience of approx 140. Her talk discussed the prospects for Scotland's capacity to implement the 2017 Energy Strategy. She shared the platform with the Scottish Government Director of Energy and Climate Change. There was a wide ranging debate about potential for public sector leadership in clean energy development, the Energy Efficiency Programme, duties of public bodies, Green Infrastructure and aligning community and public-sector action on climate change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPSRC","EP/M008215/1","University of Edinburgh","Sch of Social and Political Science","Research Grant","Webb","Janette",NA,NA,NA,NA,NA,NA,"Reframing Energy Demand: Innovation for Sustainable Heat","31/12/2014","31/08/2018",580962,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/M008215/1","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","00940FDD-EB46-40A9-A955-EAAA61CC3748","School of Social and Political Science","College of Arts, Humanities & Social Sciences"
"NERC","NE/K009028/2","Fellowship","Engagement Activities","University of Edinburgh","School of Geosciences","Hennige","Sebastian",NA,NA,"Invited conference talk. How Goldilocks became a coral reef biologist at the Reef Conservation UK at Zoological Society of London, UK.",NA,NA,NA,NA,"58c40ece4ad2b0.76806385","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=dissemination&outcomeId=58c40ece4ad2b0.76806385&grantRef=NE%2FK009028%2F2","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/K009028/2","C647F054-DD31-4676-BC53-C71D81FF2C50","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","B22C6DE9-20EC-4ADE-855B-EDE7B7207721",NA,NA,NA,NA,NA,NA,NA,NA,"A talk or presentation","No",NA,"International","Professional Practitioners","'2016'","Invited conference talk. How Goldilocks became a coral reef biologist at the Reef Conservation UK at Zoological Society of London, UK.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NERC","NE/K009028/2","University of Edinburgh","School of Geosciences","Fellowship","Hennige","Sebastian",NA,NA,NA,NA,NA,NA,"Coral pH regulation and climate change: using novel tissue cultures to assess the future of key habitat forming species","17/10/2016","16/10/2018",237683,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/K009028/2","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","B22C6DE9-20EC-4ADE-855B-EDE7B7207721","School of Geosciences","College of Science and Engineering"
"NERC","NE/M007650/1","Research Grant","Engagement Activities","University of Edinburgh","Sch of Law","Morgera","Elisa",NA,NA,"UNEP-WCMC workshop on biodiversity beyond areas of national jurisdiction",NA,NA,NA,"http://www.marinebenefits.ed.ac.uk/outreach","58ca6adf73d8a6.45865913","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=dissemination&outcomeId=58ca6adf73d8a6.45865913&grantRef=NE%2FM007650%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/M007650/1","0D55096E-9851-4A26-9B62-D301CF35E37F","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","8100DA17-E142-4073-9536-FAE41FB791FB",NA,NA,NA,NA,NA,NA,NA,NA,"A talk or presentation","No",NA,"International","Policymakers/politicians","'2016'","On 10 May 2016, Dr. Daniela Diz, research fellow of the Marine Benefits project, presented on the recent developments and outcomes of the UN General Assembly Preparatory Committee on biodiversity beyond national jurisdiction at a UNEP World Conservation Monitoring Centre workshop in Cambridge. The two day (10-11 May) workshop, entitled &quot;A Conservation Agenda for Biodiversity Beyond National Jurisdiction&quot; brought together legal, conservation, policy and industry experts who discussed possible governance options for a new implementing agreement on conservation and sustainable use of marine biodiversity of areas beyond national jurisdiction under the United Nations Convention on the Law of the Sea.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NERC","NE/M007650/1","University of Edinburgh","Sch of Law","Research Grant","Morgera","Elisa",NA,NA,NA,NA,NA,NA,"Sharing the benefits of sustainable fisheries: from global to local legal approaches to marine ecosystem services for poverty alleviation","31/08/2015","30/08/2016",117190,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/M007650/1","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","8100DA17-E142-4073-9536-FAE41FB791FB","School of Law","College of Arts, Humanities & Social Sciences"
"NERC","NE/M008541/1","Research Grant","Engagement Activities","University of Edinburgh","Sch of Geosciences","Patenaude","Genevieve",NA,NA,"Guest lecture to undergraduate students on the Natural Hazards and Risk course",NA,NA,NA,NA,"5aaa990c7bcad2.07045094","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=dissemination&outcomeId=5aaa990c7bcad2.07045094&grantRef=NE%2FM008541%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/M008541/1","7E759D3E-C5AC-4B63-94A9-239260D4B0AC","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","D0B0A976-3651-4CBC-8603-F77621F6066A",NA,NA,NA,NA,NA,NA,NA,NA,"A talk or presentation","No",NA,"National","Undergraduate students","'2017'","The Fellow was invited as a guest lecturer to present to undergraduate students on the Natural Hazards and Risk course. She spoke about techniques and issues in risk management and in using research for risk management purposes using examples from past NERC projects as well as the current Fellowship.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NERC","NE/M008541/1","University of Edinburgh","Sch of Geosciences","Research Grant","Patenaude","Genevieve",NA,NA,NA,NA,NA,NA,"Forests at risk: Awakening the UK timber, forest carbon and forest insurance sectors to the threats of pests, disease and drought","31/10/2014","21/10/2016",143454,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/M008541/1","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","D0B0A976-3651-4CBC-8603-F77621F6066A","School of Geosciences","College of Science and Engineering"
"NERC","NE/P006477/1","Fellowship","Engagement Activities","University of Edinburgh","Sch of Geosciences","Davies","Susan",NA,NA,"Guest lecture to undergraduate students on the Natural Hazards and Risk course",NA,NA,NA,NA,"5aaa990c7bcad2.07045094","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=dissemination&outcomeId=5aaa990c7bcad2.07045094&grantRef=NE%2FP006477%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/P006477/1","BB91629D-1B46-43D2-94C7-DF3337FCDFE8","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","6D480F3E-9A2A-4771-A4D9-C2E8B7B3AFC2",NA,NA,NA,NA,NA,NA,NA,NA,"A talk or presentation","No",NA,"National","Undergraduate students","'2017'","The Fellow was invited as a guest lecturer to present to undergraduate students on the Natural Hazards and Risk course. She spoke about techniques and issues in risk management and in using research for risk management purposes using examples from past NERC projects as well as the current Fellowship.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NERC","NE/P006477/1","University of Edinburgh","Sch of Geosciences","Fellowship","Davies","Susan","Anne",NA,NA,NA,NA,NA,"Open Fellowship Application: Providing information on natural disturbance risks to forests to enhance risk management in the forest sector","01/11/2016","31/10/2019",203342,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/P006477/1","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","6D480F3E-9A2A-4771-A4D9-C2E8B7B3AFC2","School of Geosciences","College of Science and Engineering"
