"Academic.Year","Application.Date","Status","Project_ID","Project.Title","Project.Description","College","School","Sponsor.Type","Sponsor.Name","Country","Scheme.Name","PI.Name","PI.Dept","Click.here.for.Project","PropAcctNo","Application.Total","Direct_Cost","Indirect_Cost","Exceptions","Application.Funder.Contribution","Funder_Award_Reference","Collaboration.with.Other.Schools.","Lead.Organisation","Name_of_Call","Centre","ODA","GCRF","ISCF","Translational","Possible.GCRF.ODA","NHS_Involvement","NHS_Reference","Application.Period.Start","Application.Period.End","RFS","Business.Development.Executive","CoI_1","CoI_2","CoI_3","CoI_4","CoI_5","CoI_6","Partners.Detail","Core.Grant.","AI.Text.Flag.or.DDI.Tag","Tags...General","Tags...Research.Centres"
2008,2008-08-29,"Successful","_1264418","the mangrove carbon cycle-influence of below-ground processes and managed cutting",NA,"CSE","School of GeoSciences","UK - Research Council","edinburgh napier university",NA,"research grant","Maurizio Mencuccini","Geosciences",NA,NA,7586,NA,NA,NA,NA,NA,NA,"Unknown","Unknown","*pre-2016 All Centres",NA,NA,NA,NA,"NoFlag",NA,NA,NA,NA,NA,NA,",",",",",",",",",",",",NA,NA,NA,"-",NA
2009,2009-12-01,"Unsuccessful","_1266288","paleoceanography of the western pacific ocean during the past 1.5 million years: the onset of reef growth and modifications of the global carbon cycle",NA,"CSE","School of GeoSciences","UK - Research Council","natural environment research council",NA,"standard grant","Mary M Elliot","Geosciences",NA,NA,488160,NA,NA,NA,NA,NA,NA,"Unknown","Unknown","*pre-2016 All Centres",NA,NA,NA,NA,"NoFlag",NA,NA,NA,NA,NA,NA,",",",",",",",",",",",",NA,NA,NA,"-",NA
2013,2013-10-14,"Unsuccessful","_1205229","ecoevocascade: eco-evolutionary trophic cascades: top down control of selection, structure and function fellow is thomas cameron",NA,"CSE","School of Biological Sciences","EU - Government","european commission",NA,"marie curie - intra-european fellowship","David R Leach","INSTITUTE OF CELL BIOLOGY",NA,NA,177910,NA,NA,NA,NA,NA,NA,"Unknown","Unknown","*pre-2016 All Centres",NA,NA,NA,NA,"NoFlag",NA,NA,2014-08-01,2016-07-31,"Helen and Paula (joint)",NA,",",",",",",",",",",",",NA,NA,NA,"-",NA
2012,2012-10-31,"Unsuccessful","_1203702","eco-evolutionary trophic cascades: top-down control of selection, structure and function.",NA,"CSE","School of Biological Sciences","UK - Research Council","natural environment research council",NA,"independent research fellowships","David R Leach","INSTITUTE OF CELL BIOLOGY",NA,NA,800813,NA,NA,NA,NA,NA,NA,"Unknown","Unknown","*pre-2016 All Centres",NA,NA,NA,NA,"NoFlag",NA,NA,2014-01-05,2019-01-04,"David Dougal",NA,",",",",",",",",",",",",NA,NA,NA,"-",NA
2011,2012-05-21,"Unsuccessful","_1086805","enabling sustainable and resilient crop production in scotland",NA,"CAHSS","School of Social and Political Science","UK - Universities etc.","scottish universities insight institute",NA,"programmes of knowledge exchange","Ann Bruce","School of Social and Political Studies Centres",NA,NA,19967,NA,NA,NA,NA,NA,NA,"Unknown","Unknown","*pre-2016 All Centres",NA,NA,NA,NA,"NoFlag",NA,NA,2012-09-01,2013-02-28,NA,NA,",",",",",",",",",",",",NA,NA,NA,"-",NA
2009,2009-08-21,"Unsuccessful","_1265842","understanding processes determining soil carbon balances in bioenergy crops carbo-biocrop.",NA,"CSE","School of GeoSciences","UK - Research Council","natural environment research council",NA,"standard grant","Saran P Sohi","Geosciences",NA,NA,145912,NA,NA,NA,NA,NA,NA,"Unknown","Unknown","*pre-2016 All Centres",NA,NA,NA,NA,"NoFlag",NA,NA,NA,NA,NA,NA,",",",",",",",",",",",",NA,NA,NA,"-",NA
2008,2009-02-26,"Successful","_1265132","phd: the carbon balance of peatlands",NA,"CSE","School of GeoSciences","UK - Research Council","centre for ecology and hydrology",NA,"general scheme","John B Moncrieff","Geosciences",NA,NA,10170,NA,NA,NA,NA,NA,NA,"Unknown","Unknown","*pre-2016 All Centres",NA,NA,NA,NA,"NoFlag",NA,NA,NA,NA,NA,NA,",",",",",",",",",",",",NA,NA,NA,"-",NA
2019,2020-04-06,"Successful","9966330","gis services support for the thriving green spaces project","TBA","CSE","School of GeoSciences","UK - Government","city of edinburgh council, the","UNITED KINGDOM","general scheme","Marc J Metzger","SCHOOL OF GEOSCIENCES","https://ed-rmas.worktribe.com/record.jx?recordid=9966330","RA5041",24788,"19830.00","4958.00",NA,"24788.00","LA/MM/200316","NO","University of Edinburgh",NA,"GEO",NA,NA,NA,NA,"NoFlag","No",NA,2020-05-04,2021-02-10,"Cheryl Thomas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"DDI Tag only","DDI Hub - AgriTech Hub (Easter Bush)",NA
2019,2020-01-10,"Successful","9419106","edinburgh's thriving green spaces 2050",NA,"CAHSS","Edinburgh College of Art","UK - Charity","heritage lottery fund","UNITED KINGDOM","general scheme","Catharine Ward Thompson","ARCHITECTURE & LANDSCAPE ARCHI","https://ed-rmas.worktribe.com/record.jx?recordid=9419106","R46306",50053.19,"50053.19","0.00",NA,"50053.19","PP-18-05657","NO","City of Edinburgh Council","Future Parks Accelerator","ECA",NA,NA,NA,NA,"NoFlag","No",NA,2019-10-01,2022-03-31,"Emma Giles","Clare Sowney",NA,NA,NA,NA,NA,NA,"City of Edinburgh Council,Lead,Government,UNITED KINGDOM",NA,"DDI Tag only","ERI - Business Development Team,DDI Hub - Edinburgh Futures Institute (EFI)",NA
2019,2019-09-30,"Unsuccessful","9117977","healing green spaces. how outdoor environments afford health and well-being. an evidence-based  study of european healthcare facilities",NA,"CAHSS","Edinburgh College of Art","EU - Government","european commission","BELGIUM","horizon 2020 - marie sk_odowska-curie actions","Catharine Ward Thompson","ARCHITECTURE & LANDSCAPE ARCHI","https://ed-rmas.worktribe.com/record.jx?recordid=9117977",NA,173025.97,"164102.89","8923.08",NA,"173025.97","892509","NO","University of Edinburgh","H2020-MSCA-IF-2019","ECA",NA,NA,NA,NA,"NoFlag","No",NA,2020-09-01,2022-08-31,"Karen Sooy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"External Applicant",NA
2017,2018-03-29,"Successful","6635461","the gardener's dlilemma: how should we manage urban green spaces to best benefit plants, pollinators, and people?",NA,"CSE","School of Biological Sciences","UK - Charity","scottish wildlife trust","UNITED KINGDOM","studentship","Graham Stone","INST OF EVOLUTIONARY BIOLOGY","https://ed-rmas.worktribe.com/record.jx?recordid=6635461","R45372",4000,"4000.00","0.00",NA,"4000.00",NA,"NO","University of Edinburgh",NA,"BIO",NA,NA,NA,NA,"NoFlag","No",NA,2017-09-01,2021-02-28,"Jennifer Loukes",NA,"Matthew Bell, School of Biological Sciences",NA,NA,NA,NA,NA,NA,NA,NA,"-",NA
2014,2015-03-10,"Unsuccessful","_1107497","leverhulme early career fellowship for eva silveirinha de oliveira: green spaces and mothers with postnatal depression",NA,"CAHSS","Edinburgh College of Art","UK - Charity","leverhulme trust",NA,"early career fellowships","Christopher J Breward","EDINBURGH COLLEGE OF ART",NA,NA,88931,NA,NA,NA,NA,NA,NA,"Unknown","Unknown","*pre-2016 All Centres",NA,NA,NA,NA,"NoFlag",NA,NA,2016-05-01,2020-07-31,"Nisha Patel",NA,",",",",",",",",",",",",NA,NA,NA,"-",NA
2018,2018-11-12,"Unsuccessful","7410310","improved phosphorus and eutrophication status assessments for humic lakes in light of climate change pressures and departure from eu directive","Phosphorus is an essential component of most living organisms but it can also cause excessive growth of algae in surface
waters even when it is present at relatively low concentrations (10s of parts per billion). This process is called
eutrophication and it is a problem because costly management plans often need to be actioned to restore the quality of the
water, e.g. to achieve good or high status as currently required under the European Union Water Framework Directive.
Recently, it has been observed that phosphorus concentrations in surface waters, especially lakes in upland, organic-rich
catchments, are increasing and this is being linked to climatic change. Firstly, transport from the surrounding catchment is
being enhanced by increased loss of dissolved organic carbon and phosphorus, which is associated with the organic
carbon via bridging links with iron, is co-transferred to the lake waters. Secondly, internal loading of phosphorus in the lake
bottom sediments is leading to increased concentrations in lake waters because of climatic change. This is because
increased periods of stormy weather leads to greater re-suspension of bottom sediments and transfer of phosphorus from
the near-surface sediment porewaters (the water directly in contact with the sediment). It also occurs because there is
increased stratification even in shallow lakes which are a common feature in many upland, organic-rich areas and this can
mean that poorly oxygenated sediments are in more frequent contact with the bottom lake waters. These conditions are
conducive to transfer of phosphorus from the sediment into the lake water.
Although it is known that soluble reactive phosphorus (orthophosphate) is the main form which can be taken up by the
bloom-forming organisms in the water, total phosphorus is the currently used model parameter to determine water quality.
With total phosphorus concentrations increasing, it is likely that more and more lakes will not achieve the required good or
high status. However, we don't know how much of this additional phosphorus is available to aquatic organisms. For
example, if most of it is unavailable, management plans may be enacted where they are not needed.
From an initial screen of the literature, there is a large body of published information from studies in many parts of the world
and from many different disciplines that needs to be critically evaluated and drawn together to address this knowledge gap.
The main aim of this proposal is to carry out a systematic review of the literature and to draw together evidence that will
improve our understanding of the (i) processes controlling the transport of phosphorus from catchment soil to lake water,
and (ii) how phosphorus is cycled from bottom sediments tot lake water, under the pressure of climate change, in organic
rich regions of the world.
The outcomes of this systematic review of the literature will be to inform future research on how climate change will affect
(i) the forms of phosphorus and its associations with natural organic matter in catchment runoff and lake waters and (ii) the
availability of different forms of phosphorus for uptake by aquatic organisms in highly coloured lakes located in organic-rich
regions of the world. This will ultimately facilitate development of more accurate, climate change-proof models for use in
assessing the phosphorus concentration of lakes in carbon-rich zones will be of tremendous direct benefit to the UK's
environmental regulators (e.g. the Environment Agency, the Scottish Environment Protection Agency) and policy makers
(e.g. DEFRA) and to their equivalent organisations in other countries.","CSE","School of GeoSciences","UK - Research Council","natural environment research council","UNITED KINGDOM","innovation","Margaret Graham","SCHOOL OF GEOSCIENCES","https://ed-rmas.worktribe.com/record.jx?recordid=7410310",NA,99939.71,"62380.60","37559.11",NA,"79951.77","NE/S016023/1","NO","University of Edinburgh","Environmental Evidence for the Future 2018","GEO",NA,NA,NA,NA,"NoFlag","No",NA,2019-01-01,2019-12-31,"David Dougal",NA,NA,NA,NA,NA,NA,NA,"Keele University,Partner,HEI,UNITED KINGDOM",NA,NA,"-",NA
2010,2010-11-25,"Unsuccessful","_1267634","does microbial dissolution of mine waste cause eutrophication in chinese lakes?",NA,"CSE","School of GeoSciences","UK - Government","royal society",NA,"international joint project","Bryne T Ngwenya","Geosciences",NA,NA,11990,NA,NA,NA,NA,NA,NA,"Unknown","Unknown","*pre-2016 All Centres",NA,NA,NA,NA,"NoFlag",NA,NA,NA,NA,NA,NA,",",",",",",",",",",",",NA,NA,NA,"-",NA
2010,2010-09-17,"Unsuccessful","_1267359","does microbial dissolution of mine waste cause eutrophication in chinese lakes?",NA,"CSE","School of GeoSciences","UK - Government","royal society",NA,"international joint project","Bryne T Ngwenya","Geosciences",NA,NA,11920,NA,NA,NA,NA,NA,NA,"Unknown","Unknown","*pre-2016 All Centres",NA,NA,NA,NA,"NoFlag",NA,NA,NA,NA,NA,NA,",",",",",",",",",",",",NA,NA,NA,"-",NA
2022,2022-10-26,"Pending","13360044","biological carbon capture and utilisation via sustainable biochar production from cyanobacteria",NA,"CSE","School of GeoSciences","UK - Government","innovate-uk","UNITED KINGDOM","unknown","Ondrej Masek","SCHOOL OF GEOSCIENCES","https://ed-rmas.worktribe.com/record.jx?recordid=13360044",NA,180787.91,"125046.83","55741.08",NA,"144630.33","10048670","NO","University of Edinburgh","Innovate UK Smart Grants: July 2022","GEO",NA,NA,NA,NA,"NoFlag","No",NA,2023-03-01,2024-08-31,"Ina Lindsay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA
2022,2022-10-17,"Pending","13345338","saran sohi - biochar - innovate",NA,"CSE","School of GeoSciences","UK - Government","innovate-uk","UNITED KINGDOM","general scheme (tr)","Saran Sohi","SCHOOL OF GEOSCIENCES","https://ed-rmas.worktribe.com/record.jx?recordid=13345338",NA,203169.62,"131148.42","72021.20",NA,"162535.70","10054737","NO","University of Edinburgh","Farming Innovation Programme - feasibility round 2","GEO",NA,NA,NA,"Translational (TR)","NoFlag","No",NA,2023-01-01,2025-12-31,NA,NA,"Ondrej Masek, School of GeoSciences",NA,NA,NA,NA,NA,NA,NA,NA,"Application Indicative Submitted",NA
2021,2022-06-08,"Successful","12188178","use of co-pyrolised biochar in carbon-negative hydrogen production (hybeccs) from bio-organic wastes.",NA,"CSE","School of GeoSciences","UK - Research Council","ukri (formerly rcuk)","UNITED KINGDOM","general scheme","Ondrej Masek","SCHOOL OF GEOSCIENCES","https://ed-rmas.worktribe.com/record.jx?recordid=12188178","RA6109",62737.34,"54765.50","7971.83",NA,"50189.87","LDR01010","NO","University of Oxford","Pathfinders Call I","GEO",NA,NA,NA,NA,"NoFlag","No",NA,2022-06-01,2023-05-31,"David Dougal",NA,NA,NA,NA,NA,NA,NA,"University of Oxford,Lead,HEI,UNITED KINGDOM|Imperial College London,Other,HEI,UNITED KINGDOM",NA,NA,"Award Indicative Successful",NA
2021,2022-05-02,"Pending","12173482","rice straw - biochar innovations","TBA","CSE","School of GeoSciences","UK - Research Council","engineering and physical sciences research council","UNITED KINGDOM","standard","Saran Sohi","SCHOOL OF GEOSCIENCES","https://ed-rmas.worktribe.com/record.jx?recordid=12173482","RA6082",24957.06,"13828.46","11128.60",NA,"19965.65","RR 2021_9","NO","Aston University","SUPERGEN BIOENERGY HUB RAPID RESPONSE FUNDING PROGRAMME 2021","GEO",NA,NA,NA,NA,"NoFlag","No",NA,2022-04-01,2022-08-31,"Ina Lindsay","Stuart Simmons",NA,NA,NA,NA,NA,NA,"Aston University,Lead,HEI,UNITED KINGDOM",NA,NA,"Award Indicative Successful",NA
2021,2022-03-28,"Unsuccessful","12242329","biochar devices for water decontamination and pollutants detection",NA,"CSE","School of GeoSciences","EU - Government","european commission","BELGIUM","horizon europe - cl 6: food, bioeconomy, natural resources, agriculture and environment","Ondrej Masek","SCHOOL OF GEOSCIENCES","https://ed-rmas.worktribe.com/record.jx?recordid=12242329",NA,653888.85,"523111.08","130777.77",NA,"653888.85",NA,"YES","University of Edinburgh","HORIZON-CL6-2022-ZEROPOLLUTION-01","GEO",NA,NA,NA,NA,"NoFlag","No",NA,2023-05-01,2026-04-30,"Hannah Chater",NA,"Sam Lau, School of Engineering",NA,NA,NA,NA,NA,NA,NA,NA,"-",NA
2021,2021-09-08,"Unsuccessful","11414609","biochar production from scottish forestry waste",NA,"CAHSS","Business School","UK - Charity","industrial biotechnology innovation centre (ibioic)","UNITED KINGDOM","industrial biotechnology innovation centre (ibioic) default scheme","Matthew Brander","BUSINESS SCHOOL","https://ed-rmas.worktribe.com/record.jx?recordid=11414609",NA,24259.44,"13978.43","10281.01",NA,"19407.55",NA,"YES","University of Edinburgh","IBioIC Feasibility Programme Sept 2021","BUSINESS",NA,NA,NA,NA,"NoFlag","No",NA,2021-10-11,2021-12-19,"Gillian Mutanga",NA,"Saran Sohi, School of GeoSciences",NA,NA,NA,NA,NA,NA,NA,NA,"-",NA
2020,2021-07-06,"Unsuccessful","11066827","exploring the chemical space of biochar materials through a gpu-accelerated iterative structure search",NA,"CSE","School of Chemistry","UK - Government","royal society","UNITED KINGDOM","research grants","Valentina Erastova","CHEMISTRY","https://ed-rmas.worktribe.com/record.jx?recordid=11066827",NA,16746.21,"16746.21","0.00",NA,"16746.21","RGS\R2\212404","NO","University of Edinburgh",NA,"CHE",NA,NA,NA,NA,"NoFlag","No",NA,2021-10-01,2022-09-30,"Charis Wilson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA
